date,Alpha,Bravo,Charlie,Delta,Echo,Foxtrot,Golf,Hotel,India,Juliett,Actual
18/01/20,3511.94180487247,3510.04536619401,3512.98649627288,3510.69786976426,3513.54980444957,3512.11590817846,3514.73507583998,3511.38521842616,3513.01652051632,3512.36953959047,3512.1053921401
19/01/20,3513.82068933636,3513.61759733079,3510.48132475692,3513.1122085793,3510.431757625,3512.91768131573,3514.10011895385,3514.60871735584,3514.9683147731,3510.31838063816,3512.00024151206
20/01/20,3515.35652044948,3518.01602519416,3516.77375787862,3515.02408696744,3515.36040661618,3515.66696635986,3519.50233769492,3517.12198349289,3519.33183327174,3519.49963779483,3519.45530443483
21/01/20,3517.69808883305,3516.44893398759,3516.2962223092,3516.4941233749,3516.26691211676,3517.58907149043,3515.26282075268,3519.07364766472,3519.51750318259,3519.44817987253,3515.43898370249
22/01/20,3515.78328007492,3519.62229201091,3516.04589116625,3515.18318805412,3517.26446447816,3518.20693600173,3517.19857132834,3518.95240682755,3515.31979324221,3518.55759137744,3517.93224839505
23/01/20,3517.07202633756,3517.58009457037,3518.74700009438,3519.7836478202,3519.47517462068,3516.26394278147,3516.22572597133,3515.56281802729,3516.75332558045,3519.77590353678,3519.57359695187
24/01/20,3519.21606461848,3518.88063997745,3516.87573914033,3516.81420588229,3519.98192508715,3519.09810930035,3515.94630844247,3516.61973730966,3516.35474274354,3516.63438925587,3519.84438275936
25/01/20,3518.77067498711,3518.41523556477,3519.67445489068,3519.99409047656,3518.71045212941,3516.46228823533,3515.68897695198,3517.60792843426,3515.34215809026,3518.29275695989,3519.25200553441
26/01/20,3519.22141733177,3517.63692620721,3518.22852082306,3515.18053199068,3517.77729242639,3518.55660568234,3518.52157073036,3516.91743721747,3517.8107797974,3519.40300937771,3516.76251140397
27/01/20,3516.07328980988,3519.57839390605,3515.83253976241,3519.53124735272,3517.82952863335,3517.71223490177,3519.85475035214,3515.15661367398,3517.17972356811,3515.09992006859,3517.6430228178
28/01/20,3527.27694002274,3525.3376005433,3528.52808102691,3527.91637248745,3525.73871608424,3527.83225756151,3529.66059728016,3525.44637881394,3525.41205309223,3525.80441336264,3525.23484621465
29/01/20,3527.27776891612,3527.79502859241,3525.88996471724,3528.670385311,3529.84909666676,3525.49277183334,3526.91771648967,3529.97284612739,3527.05979308785,3525.16072463588,3525.71162849964
30/01/20,3526.82925487601,3529.71148108428,3527.98710660532,3529.51034206088,3529.40719962791,3528.71419764434,3528.71160527342,3526.55598163463,3525.57013479697,3527.59522393126,3527.46289534471
31/01/20,3526.73537263545,3527.16252167904,3528.5345647024,3525.51431862292,3528.02733285123,3527.78641621444,3526.86370051129,3527.15420897277,3528.42484657998,3526.16447982353,3528.44800639855
01/02/20,3525.24412705351,3528.60517181385,3528.71923913397,3529.19303123657,3528.1757875224,3526.03119008008,3528.90234783934,3527.22116654121,3527.53623773368,3526.23650324048,3526.32553952625
02/02/20,3528.85878648949,3528.95083766052,3527.99884772468,3525.76558386253,3526.79131922757,3529.59131643561,3527.75125354534,3529.55236093545,3529.25413308055,3527.1801940875,3527.27863553413
03/02/20,3525.7489555129,3527.17926666599,3527.91393333538,3526.1740916121,3528.14900137949,3526.29825100178,3526.17614766058,3529.73907178685,3525.61101726562,3527.19246294934,3526.11994210458
04/02/20,3528.58818303516,3529.91950262215,3529.37277645193,3529.81426590056,3525.18095667244,3527.59001383012,3526.56926807871,3527.86588361379,3527.74418470611,3527.33871258187,3528.14275106131
05/02/20,3525.26453885056,3527.8582645708,3529.27564276168,3525.08396755309,3526.68562443189,3529.95039479426,3528.42127408777,3529.35528446083,3528.61670703293,3529.63151416474,3529.66650775713
06/02/20,3532.44434287167,3534.36576112896,3531.99276715092,3531.05540888589,3531.50460058889,3532.74655734617,3533.87092722004,3531.50443736661,3533.444339506,3532.32153436295,3531.71949111774
07/02/20,3531.9207469773,3531.77611488924,3533.79983600829,3533.14316374269,3531.16904622004,3534.63094838595,3533.45624066007,3530.39106168754,3530.38967370192,3530.34301482124,3531.33186363711
08/02/20,3531.15869764617,3534.69106294286,3533.89175399643,3531.23455817094,3534.08450528568,3530.02667432377,3531.51399943594,3531.13862827373,3533.09772370512,3534.18847345221,3530.99300511819
09/02/20,3531.92799941415,3532.65980003621,3530.07097163795,3532.39384173568,3530.7784385004,3534.58851646881,3532.47230203151,3530.58153914163,3532.9251783746,3531.73639453236,3531.62523770693
10/02/20,3531.70831051546,3534.1776296329,3533.19253472838,3530.7041799452,3534.1444187567,3531.65626781741,3532.87993054611,3531.26079192869,3532.10229182869,3532.99700658753,3531.12914485085
11/02/20,3530.11466058139,3531.91631025136,3531.04322570986,3533.43274702527,3532.88055048015,3534.03041035323,3534.92384344785,3530.83693284432,3532.56875508371,3533.12690564385,3530.99539037704
12/02/20,3531.69563474928,3534.0397688994,3533.23790970506,3533.29720074088,3530.99732444276,3531.26221137013,3532.72373178565,3533.71794011391,3532.60173888618,3533.82702234946,3534.52424705963
13/02/20,3534.22505773864,3533.47015887492,3534.6664181202,3532.62661325643,3534.22235436253,3531.43237699539,3534.82163317336,3534.05583995353,3531.65988444263,3534.68418209626,3534.18166417705
14/02/20,3534.27789005077,3530.56239819309,3530.70384011438,3532.36533144228,3534.85012240559,3531.56599461662,3533.75340710553,3531.19875047766,3534.46294282014,3533.56379670594,3531.86843448205
15/02/20,3534.26842646319,3536.31575398602,3535.96520937624,3539.64540444408,3539.8128666339,3537.46226205173,3536.75867698223,3534.1497659995,3538.15253682511,3537.87685140849,3538.88722978465
16/02/20,3536.88908460688,3536.32433100468,3539.18681075824,3535.73522341058,3537.70545080454,3537.60868095804,3534.39169344546,3539.21070912788,3539.40853371772,3534.62518293064,3534.68289561411
17/02/20,3539.61144606827,3534.24312220896,3538.9147710471,3536.15162901126,3536.85094462847,3535.22310658053,3539.98771846607,3534.78218341093,3537.62421756238,3537.98820936215,3536.6890042901
18/02/20,3538.08479494285,3535.64442118734,3536.09204378612,3535.36541780517,3538.98991546032,3539.32146764775,3538.51475954985,3539.95396291061,3535.73531066033,3537.96723712463,3538.52954262883
19/02/20,3539.98346403128,3536.35204164352,3535.25578181496,3536.82760180969,3534.11123299683,3534.94507892087,3537.47125236173,3539.5029303958,3534.3129809825,3534.28381173111,3539.22302566863
20/02/20,3537.14812360089,3538.991320581,3537.9604321719,3534.23128261808,3535.9181087989,3538.14731410498,3539.33487691446,3536.89941029017,3535.07330323468,3536.12060566668,3539.55694116268
21/02/20,3535.33447037933,3537.4052915161,3539.11140127899,3537.65510284035,3535.96415552874,3538.30836127876,3538.14524192003,3534.46633401807,3539.40446804574,3535.74384321762,3535.15090722348
22/02/20,3541.63858833305,3543.50070324862,3544.75715729567,3541.22831067012,3541.3790690557,3544.9470869387,3544.58253008299,3541.19295513833,3540.91269334395,3544.23466737406,3540.79676596374
23/02/20,3541.95754422904,3540.48326393408,3542.17322135279,3544.19261956144,3543.99608926163,3541.65612331647,3544.13089477992,3540.64699998606,3542.67549482305,3540.06629918719,3542.80584343856
24/02/20,3542.22525391034,3542.11356534259,3543.54630183093,3541.60399120294,3540.99749622904,3544.94220030544,3543.11291991087,3544.65113291796,3542.15546501209,3543.21048142205,3541.93795788339
25/02/20,3543.42882547834,3540.72574970777,3540.05912143993,3542.47287717008,3542.41129302999,3543.8443039264,3544.90337224783,3540.31519606316,3542.9409604061,3543.20458899582,3542.57793081559
26/02/20,3542.33625337838,3540.059447623,3540.96226242804,3541.21246091803,3542.72583388635,3541.59424505829,3543.33302458283,3543.42313835125,3544.6883159038,3540.65127689893,3540.72088730521
27/02/20,3541.34579334198,3542.64994319036,3541.65721758057,3541.47410966183,3543.06622727769,3542.39227719698,3542.9178979894,3541.46116009571,3544.31688781046,3544.77851306143,3543.08396027012
28/02/20,3541.23660317842,3544.7612857799,3540.42981240301,3541.27559772815,3540.41232498205,3542.07295508402,3541.11691358339,3540.69250862526,3542.61591392309,3544.81061573893,3541.40957208603
29/02/20,3543.69997257181,3544.22159843864,3542.81379276671,3544.93364219591,3543.98722981234,3542.7586574483,3542.22919976625,3540.33768853226,3542.96704203751,3542.57194260808,3541.13903673351
