date,Alpha,Bravo,Charlie,Delta,Echo,Foxtrot,Golf,Hotel,India,Juliett,Actual
22/01/20,3515.78328007492,3519.62229201091,3516.04589116625,3515.18318805412,3517.2644644781603,3518.2069360017304,3517.1985713283398,3518.95240682755,3515.31979324221,3518.5575913774396,3517.93224839505
23/01/20,3517.0720263375606,3517.58009457037,3518.74700009438,3519.7836478202003,3519.47517462068,3516.2639427814697,3516.22572597133,3515.56281802729,3516.7533255804497,3519.77590353678,3519.57359695187
24/01/20,3519.21606461848,3518.88063997745,3516.87573914033,3516.81420588229,3519.98192508715,3519.0981093003497,3515.94630844247,3516.61973730966,3516.35474274354,3516.63438925587,3519.8443827593605
25/01/20,3518.77067498711,3518.41523556477,3519.67445489068,3519.99409047656,3518.7104521294104,3516.46228823533,3515.68897695198,3517.6079284342604,3515.34215809026,3518.29275695989,3519.2520055344103
26/01/20,3519.22141733177,3517.6369262072103,3518.22852082306,3515.18053199068,3517.77729242639,3518.55660568234,3518.52157073036,3516.9174372174703,3517.8107797974,3519.40300937771,3516.7625114039697
27/01/20,3516.0732898098804,3519.5783939060498,3515.8325397624103,3519.53124735272,3517.82952863335,3517.71223490177,3519.85475035214,3515.1566136739802,3517.17972356811,3515.09992006859,3517.6430228178
28/01/20,3527.27694002274,3525.3376005433,3528.5280810269105,3527.9163724874497,3525.73871608424,3527.8322575615102,3529.66059728016,3525.4463788139396,3525.4120530922296,3525.80441336264,3525.23484621465
29/01/20,3527.2777689161207,3527.7950285924103,3525.8899647172398,3528.670385311,3529.84909666676,3525.4927718333397,3526.9177164896705,3529.9728461273903,3527.05979308785,3525.1607246358794,3525.71162849964
30/01/20,3526.82925487601,3529.71148108428,3527.9871066053206,3529.5103420608793,3529.4071996279104,3528.7141976443395,3528.7116052734204,3526.5559816346295,3525.5701347969703,3527.5952239312605,3527.46289534471
31/01/20,3526.73537263545,3527.16252167904,3528.5345647024,3525.5143186229207,3528.02733285123,3527.7864162144397,3526.8637005112896,3527.1542089727704,3528.4248465799797,3526.1644798235297,3528.4480063985498
01/02/20,3525.24412705351,3528.60517181385,3528.7192391339704,3529.1930312365703,3528.1757875224,3526.03119008008,3528.9023478393397,3527.2211665412106,3527.5362377336796,3526.2365032404796,3526.32553952625
02/02/20,3528.85878648949,3528.95083766052,3527.9988477246798,3525.76558386253,3526.79131922757,3529.59131643561,3527.7512535453398,3529.55236093545,3529.2541330805498,3527.1801940875,3527.2786355341295
03/02/20,3525.7489555128996,3527.17926666599,3527.9139333353796,3526.1740916121003,3528.1490013794896,3526.2982510017796,3526.1761476605798,3529.7390717868498,3525.61101726562,3527.1924629493396,3526.1199421045794
04/02/20,3528.58818303516,3529.91950262215,3529.37277645193,3529.8142659005603,3525.1809566724396,3527.5900138301204,3526.56926807871,3527.8658836137897,3527.7441847061104,3527.33871258187,3528.1427510613103
05/02/20,3525.2645388505603,3527.8582645708,3529.2756427616796,3525.0839675530897,3526.6856244318897,3529.9503947942603,3528.4212740877706,3529.3552844608294,3528.6167070329298,3529.63151416474,3529.6665077571297
06/02/20,3532.4443428716704,3534.36576112896,3531.9927671509204,3531.05540888589,3531.50460058889,3532.74655734617,3533.8709272200394,3531.50443736661,3533.444339506,3532.32153436295,3531.71949111774
07/02/20,3531.9207469772996,3531.77611488924,3533.7998360082897,3533.14316374269,3531.1690462200395,3534.6309483859495,3533.4562406600703,3530.3910616875396,3530.38967370192,3530.3430148212396,3531.33186363711
08/02/20,3531.15869764617,3534.6910629428603,3533.8917539964295,3531.23455817094,3534.08450528568,3530.0266743237703,3531.51399943594,3531.13862827373,3533.09772370512,3534.18847345221,3530.9930051181896
09/02/20,3531.92799941415,3532.6598000362105,3530.0709716379497,3532.39384173568,3530.7784385003997,3534.58851646881,3532.47230203151,3530.5815391416295,3532.9251783746004,3531.73639453236,3531.62523770693
10/02/20,3531.70831051546,3534.1776296329,3533.1925347283795,3530.7041799452004,3534.1444187567,3531.6562678174105,3532.8799305461102,3531.2607919286897,3532.1022918286894,3532.99700658753,3531.12914485085
11/02/20,3530.1146605813897,3531.91631025136,3531.04322570986,3533.4327470252706,3532.8805504801503,3534.03041035323,3534.92384344785,3530.83693284432,3532.56875508371,3533.12690564385,3530.9953903770397
12/02/20,3531.6956347492796,3534.0397688994,3533.2379097050602,3533.2972007408794,3530.99732444276,3531.2622113701295,3532.72373178565,3533.71794011391,3532.6017388861796,3533.8270223494605,3534.5242470596295
13/02/20,3534.2250577386403,3533.47015887492,3534.6664181202,3532.6266132564297,3534.22235436253,3531.43237699539,3534.82163317336,3534.05583995353,3531.6598844426294,3534.6841820962604,3534.18166417705
14/02/20,3534.27789005077,3530.5623981930894,3530.70384011438,3532.3653314422795,3534.8501224055894,3531.5659946166206,3533.7534071055297,3531.19875047766,3534.4629428201397,3533.56379670594,3531.8684344820504
15/02/20,3534.26842646319,3536.3157539860204,3535.9652093762397,3539.6454044440798,3539.8128666339003,3537.46226205173,3536.7586769822296,3534.1497659995002,3538.15253682511,3537.87685140849,3538.88722978465
16/02/20,3536.88908460688,3536.3243310046796,3539.18681075824,3535.7352234105797,3537.70545080454,3537.6086809580397,3534.39169344546,3539.2107091278795,3539.4085337177203,3534.6251829306398,3534.6828956141103
17/02/20,3539.61144606827,3534.24312220896,3538.9147710471,3536.1516290112604,3536.8509446284706,3535.22310658053,3539.9877184660704,3534.7821834109295,3537.6242175623797,3537.9882093621504,3536.6890042901
18/02/20,3538.08479494285,3535.64442118734,3536.0920437861205,3535.36541780517,3538.9899154603204,3539.32146764775,3538.5147595498497,3539.9539629106102,3535.7353106603296,3537.9672371246297,3538.52954262883
19/02/20,3539.9834640312797,3536.3520416435204,3535.2557818149603,3536.82760180969,3534.11123299683,3534.9450789208704,3537.4712523617295,3539.5029303958004,3534.3129809825,3534.2838117311103,3539.22302566863
20/02/20,3537.14812360089,3538.991320581,3537.9604321719,3534.23128261808,3535.9181087989,3538.14731410498,3539.3348769144604,3536.89941029017,3535.0733032346798,3536.1206056666797,3539.5569411626793
21/02/20,3535.33447037933,3537.4052915161,3539.11140127899,3537.6551028403496,3535.9641555287394,3538.3083612787605,3538.14524192003,3534.46633401807,3539.4044680457396,3535.7438432176205,3535.1509072234794
22/02/20,3541.63858833305,3543.5007032486205,3544.7571572956704,3541.22831067012,3541.3790690557003,3544.9470869387,3544.58253008299,3541.1929551383296,3540.91269334395,3544.23466737406,3540.7967659637397
23/02/20,3541.9575442290397,3540.48326393408,3542.17322135279,3544.1926195614396,3543.9960892616295,3541.6561233164703,3544.1308947799203,3540.64699998606,3542.67549482305,3540.06629918719,3542.8058434385603
24/02/20,3542.22525391034,3542.11356534259,3543.5463018309297,3541.60399120294,3540.99749622904,3544.94220030544,3543.1129199108705,3544.6511329179602,3542.1554650120897,3543.21048142205,3541.93795788339
25/02/20,3543.42882547834,3540.7257497077703,3540.0591214399296,3542.4728771700798,3542.41129302999,3543.8443039264002,3544.90337224783,3540.3151960631603,3542.9409604060997,3543.2045889958204,3542.5779308155898
26/02/20,3542.3362533783793,3540.059447623,3540.9622624280396,3541.2124609180296,3542.7258338863503,3541.5942450582897,3543.3330245828297,3543.42313835125,3544.6883159038002,3540.6512768989296,3540.72088730521
27/02/20,3541.34579334198,3542.6499431903603,3541.65721758057,3541.47410966183,3543.06622727769,3542.39227719698,3542.9178979894,3541.4611600957105,3544.3168878104602,3544.7785130614293,3543.0839602701203
28/02/20,3541.2366031784204,3544.7612857799,3540.42981240301,3541.27559772815,3540.41232498205,3542.0729550840206,3541.1169135833898,3540.69250862526,3542.6159139230895,3544.8106157389293,3541.4095720860296
29/02/20,3543.69997257181,3544.2215984386403,3542.8137927667103,3544.93364219591,3543.98722981234,3542.7586574483003,3542.22919976625,3540.33768853226,3542.9670420375105,3542.57194260808,3541.1390367335102
02/04/20,3500.0,3505.0,3540.0,3535.0,3532.0,3542.0,3527.0,3517.0,3509.0,3529.0,3510.127270431484
